split,descriptor,descriptor_category,short_chemical_interpretation,mean_normalized_gain,std_normalized_gain,n_seeds,n_records,rank_within_split,combined_rank
random,VSA_EState4,polarity / charge-related,may encode charge or electrotopological-state information.,0.013217979822401684,0.0024119934385927588,5,,18,
random,fr_NH2,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.012245902632531499,0.02522891799841687,5,,19,
random,fr_C_O_noCOO,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.011883737777713057,0.005417540494359009,5,,20,
random,NumHeteroatoms,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.011691692728043379,0.002052906170258313,5,,21,
random,NumAromaticRings,aromaticity / ring system,captures ring-system or aromaticity-related structure.,0.011659897457070847,0.006458953136848662,5,,22,
random,RingCount,aromaticity / ring system,captures ring-system or aromaticity-related structure.,0.011139501227823824,0.007024457035686452,5,,23,
random,SlogP_VSA1,lipophilicity,may encode lipophilicity-weighted structural information.,0.009681902947531958,0.0020875424360904705,5,,24,
random,BCUT2D_MRLOW,other RDKit descriptor,captures an RDKit-defined structural property.,0.008317760994518352,0.0015544798621910912,5,,25,
random,MaxPartialCharge,other RDKit descriptor,captures an RDKit-defined structural property.,0.008160675045417705,0.001864468080689618,5,,26,
random,PEOE_VSA7,polarity / charge-related,may encode charge or electrotopological-state information.,0.008087633499771728,0.0018997094694894912,5,,27,
random,PEOE_VSA8,polarity / charge-related,may encode charge or electrotopological-state information.,0.006584572443247998,0.001129883653611018,5,,28,
random,VSA_EState2,polarity / charge-related,may encode charge or electrotopological-state information.,0.006139599685666438,0.0008194707742581805,5,,29,
random,MolLogP,lipophilicity,may encode lipophilicity-weighted structural information.,0.006042125111133631,0.0010849201375528806,5,,30,
random,fr_dihydropyridine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.005903569811384177,0.0007767712635181703,5,,31,
random,Chi0n,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.005635046175156358,0.004335784081204768,5,,32,
random,EState_VSA1,polarity / charge-related,may encode charge or electrotopological-state information.,0.005609840329687499,0.010752215847989629,5,,33,
random,Chi4v,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.00537380177630211,0.003848170183462662,5,,34,
random,Chi0v,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.005013418544492497,0.004061247109944224,5,,35,
random,PEOE_VSA10,polarity / charge-related,may encode charge or electrotopological-state information.,0.004816574639964917,0.0015991143706183123,5,,36,
random,HallKierAlpha,other RDKit descriptor,captures an RDKit-defined structural property.,0.0047886673046565065,0.0011336260637097302,5,,37,
random,VSA_EState10,polarity / charge-related,may encode charge or electrotopological-state information.,0.004623940377764941,0.0022811086105576296,5,,38,
random,VSA_EState1,polarity / charge-related,may encode charge or electrotopological-state information.,0.004394339959027595,0.0008376479845162067,5,,39,
random,NumHeterocycles,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.004178517595453098,0.0023161593890363217,5,,40,
random,fr_Ar_N,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.004107695303466627,0.0029769667514080206,5,,41,
random,fr_allylic_oxid,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.004066806428354254,0.0004851612143950728,5,,42,
random,fr_C_O,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.004052592006887855,0.005313363147234904,5,,43,
random,PEOE_VSA1,polarity / charge-related,may encode charge or electrotopological-state information.,0.003965366136573537,0.0013296186642570752,5,,44,
random,BCUT2D_MWHI,other RDKit descriptor,captures an RDKit-defined structural property.,0.003790245361666978,0.0010333447607741523,5,,45,
random,fr_hdrzone,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0036913304264469685,0.0008080449103701912,5,,46,
random,PEOE_VSA9,polarity / charge-related,may encode charge or electrotopological-state information.,0.0036787432398950074,0.0024763698863305016,5,,47,
random,Chi4n,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.003424757533148165,0.0031142084201409644,5,,48,
random,MinEStateIndex,other RDKit descriptor,captures an RDKit-defined structural property.,0.0033900642937483515,0.0017958234271786137,5,,49,
random,Chi2n,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0033481578535744377,0.003641319975990781,5,,50,
random,Chi1,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.003276673310675013,0.00452015046504955,5,,51,
random,EState_VSA7,polarity / charge-related,may encode charge or electrotopological-state information.,0.003219568024377533,0.001452981600993202,5,,52,
random,SlogP_VSA2,lipophilicity,may encode lipophilicity-weighted structural information.,0.002914125783372949,0.0005527231137258182,5,,53,
random,SlogP_VSA11,lipophilicity,may encode lipophilicity-weighted structural information.,0.0028431176245964423,0.0010039539139277266,5,,54,
random,MaxAbsPartialCharge,other RDKit descriptor,captures an RDKit-defined structural property.,0.0028280849742528223,0.0011641125930650547,5,,55,
random,SMR_VSA10,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.00277021384077128,0.00047041602437419665,5,,56,
random,fr_NH0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0026629826276449065,0.0008129596549198825,5,,57,
random,fr_C_S,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0024755335161029657,0.0017036649619103818,5,,58,
random,PEOE_VSA3,polarity / charge-related,may encode charge or electrotopological-state information.,0.0024475082427919933,0.0009307242531058589,5,,59,
random,NumAliphaticHeterocycles,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0024117485588899157,0.0006758428293315346,5,,60,
random,PEOE_VSA2,polarity / charge-related,may encode charge or electrotopological-state information.,0.002397337598805778,0.0007046289786195231,5,,61,
random,NumHAcceptors,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0023263257346458474,0.0007499085737656809,5,,62,
random,MaxEStateIndex,other RDKit descriptor,captures an RDKit-defined structural property.,0.002263032217889071,0.0018179778097484806,5,,63,
random,PEOE_VSA11,polarity / charge-related,may encode charge or electrotopological-state information.,0.0022165474727842346,0.0018369101370492075,5,,64,
random,fr_pyridine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0021643487794934862,0.0002898724982135408,5,,65,
random,TPSA,other RDKit descriptor,captures an RDKit-defined structural property.,0.002142174945829716,0.00036215834644937186,5,,66,
random,fr_ketone,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.002043863022049683,0.004408246444732004,5,,67,
random,fr_Ar_NH,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0019218574962416115,0.0005072862534973552,5,,68,
random,MinPartialCharge,other RDKit descriptor,captures an RDKit-defined structural property.,0.001782599844613529,0.000521658364751188,5,,69,
random,PEOE_VSA4,polarity / charge-related,may encode charge or electrotopological-state information.,0.0017730994178976312,0.00031425070323844845,5,,70,
random,HeavyAtomMolWt,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.0017626628518252357,0.0023479974253150077,5,,71,
random,NOCount,other RDKit descriptor,captures an RDKit-defined structural property.,0.0017436871604791077,0.0010670199497459067,5,,72,
random,Chi3n,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.001689215834532895,0.0010883446978973924,5,,73,
random,Chi1v,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0016809483726072578,0.0009833758125911292,5,,74,
random,fr_NH1,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0016277228139755435,0.0007421058788360417,5,,75,
random,fr_Nhpyrrole,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.001605734722014159,0.0011563950042443735,5,,76,
random,VSA_EState5,polarity / charge-related,may encode charge or electrotopological-state information.,0.001498365281981558,0.0003914150026795933,5,,77,
random,NumAromaticCarbocycles,aromaticity / ring system,captures ring-system or aromaticity-related structure.,0.0014589915355323136,0.001000178520536777,5,,78,
random,LabuteASA,other RDKit descriptor,captures an RDKit-defined structural property.,0.001456244134188264,0.0008469062982558046,5,,79,
random,PEOE_VSA12,polarity / charge-related,may encode charge or electrotopological-state information.,0.0014462644033436819,0.00039761945919594975,5,,80,
random,fr_guanido,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0014461797082396023,0.0004148443145745335,5,,81,
random,SPS,other RDKit descriptor,captures an RDKit-defined structural property.,0.0014456146218872607,0.0002449537290544468,5,,82,
random,EState_VSA9,polarity / charge-related,may encode charge or electrotopological-state information.,0.0014308944502204042,0.0005248731485426292,5,,83,
random,fr_benzene,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0014085904834296931,0.001418079468712102,5,,84,
random,Chi2v,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0013879045606389998,0.0010590079617548973,5,,85,
random,BCUT2D_LOGPHI,lipophilicity,may encode lipophilicity-weighted structural information.,0.0013860138715095648,0.00015728001197829313,5,,86,
random,Chi0,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0013744712013292032,0.0017644125402933657,5,,87,
random,SlogP_VSA12,lipophilicity,may encode lipophilicity-weighted structural information.,0.001299389305368167,0.0009632604593486474,5,,88,
random,BalabanJ,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0012966788219797507,0.0010091109944566775,5,,89,
random,NumRotatableBonds,other RDKit descriptor,captures an RDKit-defined structural property.,0.001256794765660433,0.0006292002930476321,5,,90,
random,MaxAbsEStateIndex,other RDKit descriptor,captures an RDKit-defined structural property.,0.0012387523886483226,0.0004946779651720866,5,,91,
random,fr_oxime,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0012007386274413294,0.0001261836613174141,5,,92,
random,Chi3v,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.001150968054323197,0.0006056494224579224,5,,93,
random,MinAbsPartialCharge,other RDKit descriptor,captures an RDKit-defined structural property.,0.0011344120165620193,0.00044057005724712495,5,,94,
random,NumSaturatedRings,aromaticity / ring system,captures ring-system or aromaticity-related structure.,0.0011313185531516678,0.00018133540704959154,5,,95,
random,EState_VSA5,polarity / charge-related,may encode charge or electrotopological-state information.,0.001113217440582872,0.00039951046597104257,5,,96,
random,BCUT2D_MRHI,other RDKit descriptor,captures an RDKit-defined structural property.,0.0011042558101369761,0.00020536199250465443,5,,97,
random,fr_Ar_OH,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0010904177656126802,0.0024382482477833855,5,,98,
random,fr_Ar_COO,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0010546511663667222,0.000810587695887316,5,,99,
random,fr_ketone_Topliss,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0010355624509065038,0.000412922965954067,5,,100,
random,EState_VSA4,polarity / charge-related,may encode charge or electrotopological-state information.,0.0010293033131703107,0.0005449942481311625,5,,101,
random,fr_hdrzine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0010008333094270955,0.0002828498275497161,5,,102,
random,SMR_VSA9,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.0009757341285491734,0.0001899410073445236,5,,103,
random,FractionCSP3,other RDKit descriptor,captures an RDKit-defined structural property.,0.0009686146644612035,0.0003458277415101272,5,,104,
random,PEOE_VSA14,polarity / charge-related,may encode charge or electrotopological-state information.,0.0009425818622520339,0.0012101486035320434,5,,105,
random,fr_aryl_methyl,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0009359746044651195,0.0003109704179957832,5,,106,
random,VSA_EState3,polarity / charge-related,may encode charge or electrotopological-state information.,0.0009343385822735186,0.00035480741998184624,5,,107,
random,SMR_VSA5,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.0009273888365880261,0.00019313883374148767,5,,108,
random,Chi1n,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0009262134817682388,0.0006760277371423613,5,,109,
random,PEOE_VSA5,polarity / charge-related,may encode charge or electrotopological-state information.,0.0009082682279632518,0.0002144781988135287,5,,110,
random,NHOHCount,other RDKit descriptor,captures an RDKit-defined structural property.,0.0009010830572360256,0.00031140290435879923,5,,111,
random,fr_bicyclic,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0008959049086522052,0.00040438274042234036,5,,112,
random,MinAbsEStateIndex,other RDKit descriptor,captures an RDKit-defined structural property.,0.0008813867787424538,0.00045938220993954577,5,,113,
random,NumAliphaticRings,aromaticity / ring system,captures ring-system or aromaticity-related structure.,0.0008685097364805556,0.00029822284440351933,5,,114,
random,VSA_EState7,polarity / charge-related,may encode charge or electrotopological-state information.,0.0008498148206812544,0.00041136595522334337,5,,115,
random,BCUT2D_LOGPLOW,lipophilicity,may encode lipophilicity-weighted structural information.,0.0008361101353460901,0.00022336607241611937,5,,116,
random,SMR_VSA4,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.000826320982592509,0.0005730537575554869,5,,117,
random,SlogP_VSA4,lipophilicity,may encode lipophilicity-weighted structural information.,0.000812424075888831,0.00029928332064446043,5,,118,
random,VSA_EState8,polarity / charge-related,may encode charge or electrotopological-state information.,0.0008105580709604068,0.0001373310093919332,5,,119,
random,NumAtomStereoCenters,other RDKit descriptor,captures an RDKit-defined structural property.,0.0007918995903754179,0.000582969040204216,5,,120,
random,VSA_EState9,polarity / charge-related,may encode charge or electrotopological-state information.,0.0007910564927496184,0.000224097937258637,5,,121,
random,Kappa1,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0007852633058371011,0.0002896389456916289,5,,122,
random,fr_Al_OH,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0007797142672106822,0.0004796561199341537,5,,123,
random,FpDensityMorgan3,other RDKit descriptor,captures an RDKit-defined structural property.,0.000763370734765795,0.00023983823367622223,5,,124,
random,SlogP_VSA3,lipophilicity,may encode lipophilicity-weighted structural information.,0.0007444443582437122,0.0002758397561500528,5,,125,
random,NumAromaticHeterocycles,aromaticity / ring system,captures ring-system or aromaticity-related structure.,0.0007166160916471048,0.00022025962668250273,5,,126,
random,EState_VSA6,polarity / charge-related,may encode charge or electrotopological-state information.,0.0007063621565679317,0.00020534482221509458,5,,127,
random,NumSaturatedHeterocycles,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0006897298297429914,0.00025580112236534957,5,,128,
random,fr_para_hydroxylation,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0006825162511132094,0.00012661629525219904,5,,129,
random,qed,other RDKit descriptor,captures an RDKit-defined structural property.,0.0006727898884048962,9.285451228671246e-05,5,,130,
random,PEOE_VSA13,polarity / charge-related,may encode charge or electrotopological-state information.,0.0006658564643447914,7.52306205002347e-05,5,,131,
random,BCUT2D_CHGLO,polarity / charge-related,may encode charge or electrotopological-state information.,0.0006593137980919076,0.00011850347982621529,5,,132,
random,Kappa2,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.000656532780024579,0.000276704477922564,5,,133,
random,fr_Imine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0006484567172462247,0.0005309552002405627,5,,134,
random,EState_VSA3,polarity / charge-related,may encode charge or electrotopological-state information.,0.0006326698910149427,0.00012977859435340532,5,,135,
random,FpDensityMorgan2,other RDKit descriptor,captures an RDKit-defined structural property.,0.0005923568822604525,0.00017763879414868172,5,,136,
random,NumSaturatedCarbocycles,other RDKit descriptor,captures an RDKit-defined structural property.,0.0005918749111850396,0.0010492696520781923,5,,137,
random,Phi,other RDKit descriptor,captures an RDKit-defined structural property.,0.0005884320833921747,8.487550816217166e-05,5,,138,
random,fr_imidazole,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0005481364596615769,0.00034431805234648195,5,,139,
random,BCUT2D_CHGHI,polarity / charge-related,may encode charge or electrotopological-state information.,0.0005381696928983085,0.0001296052660301924,5,,140,
random,fr_COO,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0005278963983505108,0.0008683334580986561,5,,141,
random,NumAliphaticCarbocycles,other RDKit descriptor,captures an RDKit-defined structural property.,0.0004992784429459636,0.000171016741542966,5,,142,
random,NumHDonors,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0004857323720888703,0.0005543953177623926,5,,143,
random,SlogP_VSA5,lipophilicity,may encode lipophilicity-weighted structural information.,0.00047967544927224646,6.96903237887298e-05,5,,144,
random,EState_VSA10,polarity / charge-related,may encode charge or electrotopological-state information.,0.00047817010687223907,0.0003081793954897162,5,,145,
random,NumBridgeheadAtoms,other RDKit descriptor,captures an RDKit-defined structural property.,0.0004745109760987365,0.00044804571654867044,5,,146,
random,MolWt,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.000473034856817149,0.00045857888080284425,5,,147,
random,PEOE_VSA6,polarity / charge-related,may encode charge or electrotopological-state information.,0.0004688886598370083,0.0001013439996523748,5,,148,
random,FpDensityMorgan1,other RDKit descriptor,captures an RDKit-defined structural property.,0.0004649660893409651,0.00015336832827920354,5,,149,
random,Kappa3,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0004584530588985614,8.263825340486971e-05,5,,150,
random,EState_VSA2,polarity / charge-related,may encode charge or electrotopological-state information.,0.0004560485929130713,0.00010775395156629392,5,,151,
random,ExactMolWt,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.0004261949443797295,0.0007228997038013652,5,,152,
random,BCUT2D_MWLOW,other RDKit descriptor,captures an RDKit-defined structural property.,0.00039299534536264304,8.224152304197623e-05,5,,153,
random,NumValenceElectrons,other RDKit descriptor,captures an RDKit-defined structural property.,0.0003264045119904233,0.0001494564806405835,5,,154,
random,fr_piperdine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.00031460925277564626,0.000184153249375215,5,,155,
random,SMR_VSA2,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.000235213171092092,0.00014737486330661573,5,,156,
random,HeavyAtomCount,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.00022518768437126865,0.0005035349699499237,5,,157,
random,fr_priamide,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0002179847082800424,0.00020927236026261142,5,,158,
random,fr_amidine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0002097453044662924,0.00014498844707343836,5,,159,
random,fr_ArN,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0002066386965544267,0.00028332831323666735,5,,160,
random,fr_urea,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0001954634895434383,0.0002692565132515145,5,,161,
random,fr_phenol,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.00016050490427045288,0.0003588998766708289,5,,162,
random,fr_unbrch_alkane,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0001599313205125632,0.0002400921881733004,5,,163,
random,fr_azide,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.00015031514035674488,0.0001381663003798063,5,,164,
random,fr_nitroso,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.00013649147121584665,0.00018730397323508618,5,,165,
random,fr_furan,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0001205026211946497,0.0002694520524581436,5,,166,
random,NumSpiroAtoms,other RDKit descriptor,captures an RDKit-defined structural property.,0.00011420236444020156,0.00025536425007949536,5,,167,
random,fr_piperzine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.00011315562100626636,0.00025302366060621476,5,,168,
random,fr_SH,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,9.388857882101515e-05,0.00020994124455463693,5,,169,
random,NumUnspecifiedAtomStereoCenters,other RDKit descriptor,captures an RDKit-defined structural property.,7.210494236823123e-05,0.0001612315526490697,5,,170,
random,fr_Al_OH_noTert,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,6.147613021950214e-05,0.00013746480616443586,5,,171,
random,fr_Ndealkylation2,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,3.875687022692073e-05,8.666299642253245e-05,5,,172,
random,fr_Ndealkylation1,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,6.299989017915288e-06,1.4087203701560723e-05,5,,173,
random,EState_VSA11,polarity / charge-related,may encode charge or electrotopological-state information.,0.0,0.0,5,,174,
random,NumRadicalElectrons,other RDKit descriptor,captures an RDKit-defined structural property.,0.0,0.0,5,,175,
random,SMR_VSA8,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.0,0.0,5,,176,
random,SlogP_VSA7,lipophilicity,may encode lipophilicity-weighted structural information.,0.0,0.0,5,,177,
random,SlogP_VSA9,lipophilicity,may encode lipophilicity-weighted structural information.,0.0,0.0,5,,178,
random,fr_HOCCN,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,179,
random,fr_N_O,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,180,
random,fr_aldehyde,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,181,
random,fr_alkyl_carbamate,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,182,
random,fr_alkyl_halide,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,183,
random,fr_azo,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,184,
random,fr_barbitur,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,185,
random,fr_benzodiazepine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,186,
random,fr_diazo,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,187,
random,fr_epoxide,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,188,
random,fr_ester,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,189,
random,fr_ether,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,190,
random,fr_halogen,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,191,
random,fr_imide,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,192,
random,fr_isocyan,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,193,
random,fr_isothiocyan,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,194,
random,fr_lactam,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,195,
random,fr_lactone,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,196,
random,fr_methoxy,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,197,
random,fr_morpholine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,198,
random,fr_nitrile,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,199,
random,fr_nitro,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,200,
random,fr_nitro_arom,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,201,
random,fr_nitro_arom_nonortho,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,202,
random,fr_oxazole,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,203,
random,fr_phenol_noOrthoHbond,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,204,
random,fr_phos_acid,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,205,
random,fr_phos_ester,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,206,
random,fr_prisulfonamd,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,207,
random,fr_sulfide,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,208,
random,fr_sulfonamd,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,209,
random,fr_sulfone,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,210,
random,fr_term_acetylene,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,211,
random,fr_tetrazole,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,212,
random,fr_thiazole,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,213,
random,fr_thiocyan,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,214,
random,fr_thiophene,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,215,
scaffold,fr_aniline,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.18503340501908894,0.06228796859447796,5,,1,
scaffold,SlogP_VSA10,lipophilicity,may encode lipophilicity-weighted structural information.,0.05537746122667703,0.04481893335404247,5,,2,
scaffold,fr_COO2,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.05378499523096793,0.06538659568515719,5,,3,
scaffold,fr_Al_COO,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.05233292814511008,0.04899897573066647,5,,4,
scaffold,EState_VSA8,polarity / charge-related,may encode charge or electrotopological-state information.,0.042845368555785815,0.007504904199397771,5,,5,
scaffold,EState_VSA1,polarity / charge-related,may encode charge or electrotopological-state information.,0.02706224159415751,0.02053845658621581,5,,6,
scaffold,NumSaturatedCarbocycles,other RDKit descriptor,captures an RDKit-defined structural property.,0.024399469502800242,0.03254907842464526,5,,7,
